le  0.0     0.0
2   0.01    0.026398105
l12 0.02    0.03747074
4   0.03    0.046207984
5   0.04    0.05348443
6   0.05    0.059755366
7   0.06    0.065305383
8   0.07    0.070314579
9   0.08    0.074888325
10  0.09    0.079118236
11  0.1     0.083026991
12  0.11    0.086642482
13  0.12    0.089999918
14  0.13    0.093101788
15  0.14    0.095966891
16  0.15    0.09860485
17  0.16    0.101041757
18  0.17    0.103270906
19  0.18    0.105301572
20  0.19    0.10714211
l23 0.2     0.108801473
22  0.21    0.110281489
23  0.22    0.111598874
l34 0.23    0.112745881
25  0.24    0.113723757
26  0.25    0.114557406
27  0.26    0.115230004
28  0.27    0.11574188
l45 0.28    0.116101973
30  0.29    0.116310796
31  0.3     0.116376489
32  0.31    0.116290857
33  0.32    0.11606262
34  0.33    0.115688995
35  0.34    0.115175724
36  0.35    0.1145382
37  0.36    0.113768071
38  0.37    0.112865552
39  0.38    0.111839294
40  0.39    0.110689536
l56 0.4     0.109416448
42  0.41    0.108028069
43  0.42    0.106499441
44  0.43    0.104846664
l67 0.44    0.103069827
46  0.45    0.101169452
47  0.46    0.099141359
l78 0.47    0.096989244
49  0.48    0.094720587
50  0.49    0.092341609
51  0.5     0.089856401
52  0.51    0.087268911
53  0.52    0.084584035
54  0.53    0.081805728
55  0.54    0.078940637
56  0.55    0.075997345
57  0.56    0.072983265
58  0.57    0.069903269
59  0.58    0.066760883
60  0.59    0.063561223
61  0.6     0.060311224
62  0.61    0.057018224
63  0.62    0.053690497
64  0.63    0.050337233
65  0.64    0.046968751
66  0.65    0.043596599
67  0.66    0.040233415
68  0.67    0.036891188
69  0.68    0.033581339
70  0.69    0.03031457
71  0.7     0.027101377
72  0.71    0.023952238
73  0.72    0.020880576
74  0.73    0.017900959
75  0.74    0.015026622
76  0.75    0.012268768
77  0.76    0.009639218
78  0.77    0.007150424
79  0.78    0.004813576
80  0.79    0.002639416
81  0.8     0.000639406
82  0.81    -0.001177059
83  0.82    -0.002806101
l89 0.83    -0.004245204
85  0.84    -0.005490563
86  0.85    -0.006537947
87  0.86    -0.00738358
l90 0.87    -0.008024806
89  0.88    -0.008459417
90  0.89    -0.008682416
91  0.9     -0.008684901
92  0.91    -0.008460336
93  0.92    -0.008010618
94  0.93    -0.007320101
95  0.94    -0.006414457
96  0.95    -0.005295871
97  0.96    -0.003999094
98  0.97    -0.002549495
99  0.98    -0.000964143
100 0.99    0.000708706
te  1.00    0.000000000
102 0.99    -0.005362285
103 0.98    -0.008190748
104 0.97    -0.010937988
105 0.96    -0.013607553
106 0.95    -0.016235674
h90 0.94    -0.018832214
108 0.93    -0.021414459
109 0.92    -0.023983819
110 0.91    -0.026533157
111 0.9     -0.029078705
112 0.89    -0.03161516
113 0.88    -0.034141265
114 0.87    -0.036659099
115 0.86    -0.039167993
116 0.85    -0.04166574
117 0.84    -0.044150937
118 0.83    -0.04662424
h89 0.82    -0.049088456
120 0.81    -0.051544074
121 0.8     -0.053988915
122 0.79    -0.056421313
123 0.78    -0.058839098
124 0.77    -0.061239414
125 0.76    -0.063620284
126 0.75    -0.06598144
127 0.74    -0.068323463
128 0.73    -0.070649251
129 0.72    -0.072961889
130 0.71    -0.075260133
131 0.7     -0.077539302
132 0.69    -0.079794906
133 0.68    -0.082025863
134 0.67    -0.08423245
135 0.66    -0.086412966
136 0.65    -0.088563778
137 0.64    -0.090681911
138 0.63    -0.092767149
139 0.62    -0.094819345
140 0.61    -0.096836716
141 0.6     -0.098815285
142 0.59    -0.100751609
143 0.58    -0.102646127
144 0.57    -0.104500532
145 0.56    -0.106311791
146 0.55    -0.108072467
147 0.54    -0.109777004
148 0.53    -0.111426227
149 0.52    -0.113021463
h78 0.51    -0.11456012
151 0.5     -0.116035506
h67 0.49    -0.117441401
153 0.48    -0.118777961
154 0.47    -0.120046377
155 0.46    -0.121241897
156 0.45    -0.122354187
157 0.44    -0.123377897
h56 0.43    -0.124317728
159 0.42    -0.125155702
160 0.41    -0.125899687
161 0.4 -0.126549706
162 0.39    -0.127096772
163 0.38    -0.127531648
164 0.37    -0.127854228
165 0.36    -0.128039077
166 0.35    -0.128078043
167 0.34    -0.127971381
168 0.33    -0.127711177
h45 0.32    -0.127308425
170 0.31    -0.126749552
171 0.3 -0.12604577
172 0.29    -0.125196813
173 0.28    -0.124210651
h34 0.27    -0.123079385
175 0.26    -0.121811167
176 0.25    -0.120405729
h23 0.24    -0.118863063
178 0.23    -0.117165863
179 0.22    -0.115339024
180 0.21    -0.113357552
181 0.2 -0.11122893
182 0.19    -0.108944307
183 0.18    -0.106502886
184 0.17    -0.103903865
185 0.16    -0.101146502
186 0.15    -0.098204284
187 0.14    -0.095076118
188 0.13    -0.091759956
189 0.12    -0.088237172
190 0.11    -0.084488942
191 0.1 -0.080503602
192 0.09    -0.076244324
193 0.08    -0.071689679
194 0.07    -0.06680012
195 0.06    -0.061517436
196 0.05    -0.055780446
197 0.04    -0.049472324
h12 0.03    -0.042410338
199 0.02    -0.034273792
200 0.01    -0.024149333
web_right_1 0.25    0.0
web_right_2 0.46    0.0
