1  0  0
2  -0.0001326  0.001851
3  -0.0009025  0.0055901
4  -0.0021777  0.0094525
5  -0.0042705  0.0139808
6  -0.0068617  0.0182453
7  -0.0094396  0.021738
8  -0.0125228  0.0253169
9  -0.0186672  0.0312568
10  -0.022452  0.0344074
11  -0.0285712  0.0388986
12  -0.0346773  0.0426378
13  -0.0407725  0.0457552
14  -0.046859  0.0483686
15  -0.0529385  0.0505822
16  -0.0610366  0.0530585
17  -0.0711484  0.055576
18  -0.0812534  0.0576404
19  -0.0913514  0.0593719
20  -0.1014458  0.0608284
21  -0.1115353  0.0620639
22  -0.1266648  0.0635857
23  -0.1417878  0.0647887
24  -0.1569077  0.0657616
25  -0.1720245  0.0665556
26  -0.1871373  0.0671757
27  -0.2022481  0.0676237
28  -0.2173548  0.0678988
29  -0.2324597  0.0680089
30  -0.2475623  0.067979
31  -0.2626617  0.0678292
32  -0.2777603  0.0675784
33  -0.2928576  0.0672485
34  -0.3129842  0.0667091
35  -0.3331099  0.0660607
36  -0.3532338  0.0653104
37  -0.373356  0.0644619
38  -0.3934767  0.0635226
39  -0.4135959  0.0624963
40  -0.4337125  0.061386
41  -0.4538288  0.0601917
42  -0.4739435  0.0589153
43  -0.4940568  0.0575571
44  -0.5141689  0.0561178
45  -0.5342793  0.0545975
46  -0.5543886  0.0529972
47  -0.5744953  0.051316
48  -0.5946016  0.0495548
49  -0.6147066  0.0477136
50  -0.6348101  0.0457914
51  -0.6549124  0.0437901
52  -0.675013  0.04171
53  -0.6951115  0.0395518
54  -0.7152095  0.0373167
55  -0.7353065  0.0350085
56  -0.7554021  0.0326344
57  -0.7754967  0.0302003
58  -0.7955904  0.0277111
59  -0.8156822  0.025175
60  -0.8357743  0.0225969
61  -0.8558658  0.0199808
62  -0.8759568  0.0173327
63  -0.8960472  0.0146556
64  -0.9161372  0.0119525
65  -0.9261814  0.0105875
66  -0.9362255  0.0092104
67  -0.9462701  0.0078184
68  -0.9563136  0.0064074
69  -0.9663576  0.0049763
70  -0.9764083  0.0039792
71  -0.9864605  0.0030141
72  -0.9965117  0.002049
73  -1  0.0017117
74  -1  -0.0017117
75  -0.9964448  -0.0017954
76  -0.9863726  -0.0020341
77  -0.9762995  -0.0022738
78  -0.9662273  -0.0025135
79  -0.956146  -0.0032172
80  -0.9460661  -0.0039038
81  -0.9359855  -0.0045754
82  -0.925906  -0.0052361
83  -0.9158267  -0.0058867
84  -0.8956673  -0.0071751
85  -0.875508  -0.0084524
86  -0.855349  -0.0097176
87  -0.8351902  -0.0109669
88  -0.8150318  -0.0121963
89  -0.7948748  -0.0134016
90  -0.7747174  -0.0145779
91  -0.7545605  -0.0157202
92  -0.7344044  -0.0168235
93  -0.714249  -0.0178819
94  -0.6940945  -0.0188912
95  -0.6739418  -0.0198466
96  -0.6537892  -0.020746
97  -0.6336375  -0.0215893
98  -0.6134868  -0.0223717
99  -0.5933372  -0.0230941
100  -0.5731888  -0.0237545
101  -0.5530424  -0.0243549
102  -0.532896  -0.0248943
103  -0.5127506  -0.0253747
104  -0.4926062  -0.0257972
105  -0.4724628  -0.0261606
106  -0.4523206  -0.0264661
107  -0.4321793  -0.0267115
108  -0.4120401  -0.026897
109  -0.391901  -0.0270225
110  -0.3717628  -0.027086
111  -0.3516258  -0.0270845
112  -0.33149  -0.027013
113  -0.3113556  -0.0268705
114  -0.2912235  -0.0266501
115  -0.2761242  -0.0264332
116  -0.2610257  -0.0261704
117  -0.2459284  -0.0259065
118  -0.23083  -0.0256437
119  -0.2157315  -0.0253799
120  -0.2006342  -0.025115
121  -0.1855357  -0.0248512
122  -0.1704383  -0.0245864
123  -0.1553399  -0.0243225
124  -0.1402415  -0.0240567
125  -0.1251442  -0.0237888
126  -0.1100465  -0.023483
127  -0.0999828  -0.0232348
128  -0.089919  -0.0229426
129  -0.0798571  -0.0225954
130  -0.0697953  -0.0221752
131  -0.0597363  -0.021659
132  -0.0516902  -0.0211509
133  -0.045657  -0.0206988
134  -0.0396252  -0.0201718
135  -0.0335953  -0.0195277
136  -0.0275684  -0.0187197
137  -0.0215446  -0.0177337
138  -0.0178269  -0.0170229
139  -0.0118141  -0.015404
140  -0.0088143  -0.0141866
141  -0.0063221  -0.012765
142  -0.0038439  -0.0105315
143  -0.0018787  -0.0077289
144  -0.0007181  -0.0050052
145  -0.0000687  -0.0017995
146  0  0
